,benchmark_configs,config_overrides,connection,end_time,is_picked_up,property_overrides,result,run_id,scheduled_benchmark_id,server_name,start_time
0,TPCC warmup:10run: 30 database: tpcc8500sd,"{'SQL.Config_RgSettings_LocalVolumeMaxOutstandingIo': 780, 'SQL.Config_RgSettings_MaxOutstandingIo': 780, 'SQL.Config_RgSettings_LocalVolumeIORequestSizeBytes': 14800}",<pyodbc.Connection object at 0x000001B43D1BF440>,,1,InstanceSettings: <Instance><MaxLogRate>60176930</MaxLogRate></Instance>DatabaseSettings: SloPropertyBag: <SloRgMapping><primary><group_log_rate_max>60176930</group_log_rate_max><pool_log_rate_max_bps>60176930</pool_log_rate_max_bps></primary></SloRgMapping>,,,2623,clperftesting-gen5-bc8-loose24-ac-weu-01.weu14c689be44714.database.windows.net,
