,backup_kusto_test,end_time,failover_kusto_test,loss,weights_multiquadratic,weights_gaussian,weights_linear,weights_cubic,max_log_rate,max_outstanding_io,response_time_90th_percentile,run_id,start_time,transactions_per_minute,volume_io_request_size_bytes
23,3.0013166669999998,6/18/2019 18:25,"(0, 1.79635734831851)",0.0,0.034470095487320426,0.0,0.03447008320500677,-1.832883150716332e-15,125286730,505,0.019,9274,6/18/2019 17:42,205000.0,419400
24,3.0000166669999997,6/18/2019 18:47,"(0.00139508928571429, 0.296795314664706)",190000.0,-0.038772884086011025,190000.0,-0.038772896579474025,3.2194800936152517e-15,41471220,200,0.02,9275,6/18/2019 18:05,190000.0,352900
25,3.0003,6/18/2019 20:04,"(0.00139508928571429, 0.115285430642495)",179000.0,-0.2518774937826334,179000.0,-0.25187657718872153,1.8289219097704017e-13,72566950,475,0.022,9276,6/18/2019 19:22,179000.0,352800
26,3.0000166669999997,6/18/2019 21:06,"(0, 0.292706860957342)",206000.0,-0.0393647670790785,206000.0,-0.03936470855877015,6.563952160759722e-14,115353400,765,0.019,9277,6/18/2019 20:23,206000.0,257800
27,2.500233333,6/18/2019 21:35,"(0.00279017857142857, 0.113203232325513)",189000.0,-0.015407325651171807,189000.0,-0.015407301742919644,3.615315851558488e-15,26485550,695,0.02,9278,6/18/2019 20:53,189000.0,211400
28,2.5000166669999997,6/19/2019 19:19,"(0.0, 13.171396040252262)",0.0,0.030949972842952315,0.0,0.03094996368111273,-2.3311387046612238e-15,51160180,1010,0.022000000000000002,9303,6/19/2019 18:36,174726.5667,15900
29,3.500283333,6/19/2019 19:25,"(0.0, 11.748211562836742)",0.0,0.2584986324227306,0.0,0.25849789640605436,-1.176684774665079e-13,72855690,275,0.019,9304,6/19/2019 18:43,202905.8333,163600
30,2.502883333,6/19/2019 19:41,"(0.0, 0.36514243227684196)",204947.6333,-0.017071359776266726,204947.6333,-0.01707142510761483,-6.028011214733077e-14,112175150,995,0.019,9305,6/19/2019 18:58,204947.6333,143900
31,3.499766667,6/19/2019 19:54,"(0.0, 0.11697996479747401)",179605.5,0.0027428428184262756,179605.5,0.0027428376724132437,-1.5085630736449904e-16,105663390,860,0.021,9306,6/19/2019 19:12,179605.5,301600
32,3.0,6/19/2019 21:46,"(0.0, 0.17010791398701475)",189618.4667,0.0017471895862745334,189618.4667,0.0017471579848156843,-1.0222529404491086e-14,120849000,490,0.02,9307,6/19/2019 21:04,189618.4667,111900
33,4.000033333,6/19/2019 21:48,"(0.0, 1.0980885317932676)",172041.8673,0.013974978508638802,172041.8673,0.013974945097708604,-2.2017274476773062e-14,100303380,1015,0.021,9308,6/19/2019 21:05,190752.5,369500
34,3.507283333,6/19/2019 21:57,"(0.0, 1.4225167213881313)",118695.5281,0.05134549441836914,118695.5281,0.051345438163478,-1.9827333524813247e-14,92326810,665,0.019,9309,6/19/2019 21:15,205539.3333,517700
35,3.00365,6/19/2019 22:19,"(0.0, 2.1278514997483353)",0.0,0.12947846640240043,0.0,0.1294783431999284,-1.8820583353215453e-14,117735780,270,0.022000000000000002,9310,6/19/2019 21:37,177865.9333,29900
36,2.50365,6/20/2019 0:05,"(0.0, 0.15064465986259967)",190424.1667,-0.03353336929742408,190424.1667,-0.033533345987975985,6.574309017531541e-15,122427420,275,0.02,9311,6/19/2019 23:22,190424.1667,122700
37,3.5000166669999997,6/20/2019 0:05,"(0.0, 0.27940450777429515)",204552.9667,-0.014853774205089243,204552.9667,-0.014853761034116111,7.0341228566678865e-15,97571540,40,0.019,9312,6/19/2019 23:23,204552.9667,191700
38,4.0002833330000005,6/20/2019 0:16,"(0.0, 9.495281310189831)",0.0,0.04671161430874598,0.0,0.04671159901064209,-6.3882524481437945e-15,84298940,1010,0.018000000000000002,9313,6/19/2019 23:34,210561.4333,264900
39,3.500033333,6/20/2019 0:41,"(0.0, 0.11349438860741635)",178526.6333,-0.00098472835810983,178526.6333,-0.0009847256107736472,1.1052937287174483e-16,29970870,165,0.022000000000000002,9314,6/19/2019 23:59,178526.6333,212600
40,3.0062833330000003,6/20/2019 2:22,"(0.0013950892857142857, 0.09943105651405787)",165716.5667,0.018617349253613007,165716.5667,0.01861732201638149,-4.4236877604619754e-15,27189990,440,0.026000000000000002,9315,6/20/2019 1:40,165716.5667,174000
41,3.000533333,6/20/2019 2:23,"(0.0, 0.21361065230733817)",196696.3333,-0.0273801155377987,196696.3333,-0.027380101638223964,-3.238982068215539e-14,108157660,410,0.02,9316,6/20/2019 1:40,196696.3333,385500
42,3.000283333,6/20/2019 2:43,"(0.0, 1.429152910918965)",117870.0102,0.019063618101695677,117870.0102,0.01906360705685252,-3.4740939997603978e-15,37677910,665,0.019,9317,6/20/2019 2:01,206482.6333,485600
43,3.5000166669999997,6/20/2019 3:00,"(0.0, 0.18724276098841533)",178455.3,-0.005839323554726659,178455.3,-0.0058395159423285485,-6.762210295385935e-14,71980470,190,0.022000000000000002,9318,6/20/2019 2:17,178455.3,358400
